MUNI_CD,MUNI_NM,MUNI_UF_SG,MUNI_DT_CRIACAO,MUNI_DT_EXTINCAO
6035,SÉRIO,RS,1/1/1980,
6037,TRAVESSEIRO,RS,1/1/1980,
6039,MARATÁ,RS,4/1/1993,
6041,PARECI NOVO,RS,1/1/1980,
6043,SÃO PEDRO DA SERRA,RS,4/1/1993,
6045,ALTO FELIZ,RS,4/1/1993,
6047,LINHA NOVA,RS,4/1/1993,
6049,VALE REAL,RS,4/1/1993,
6051,INHACORÁ,RS,10/12/1986,
6053,VITÓRIA DAS MISSÕES,RS,1/1/1980,
6055,CORONEL BARROS,RS,1/1/1980,
6057,NOVO MACHADO,RS,1/1/1980,
6059,SÃO JOSÉ DO INHACORÁ,RS,1/1/1980,
6061,SALVADOR DAS MISSÕES,RS,1/1/1980,
6063,SÃO PEDRO DO BUTIÁ,RS,1/1/1980,
6065,PORTO MAUÁ,RS,1/1/1980,
6067,PORTO VERA CRUZ,RS,1/1/1980,
6069,BARRA DO GUARITA,RS,1/1/1980,
6071,BOM PROGRESSO,RS,1/1/1980,
6073,DERRUBADAS,RS,1/1/1980,
6075,SÃO VALÉRIO DO SUL,RS,1/1/1980,
6077,TIRADENTES DO SUL,RS,1/1/1980,
6079,MANOEL VIANA,RS,1/1/1980,
6081,GARRUCHOS,RS,1/1/1980,
6083,CANDIOTA,RS,1/1/1980,
6085,HULHA NEGRA,RS,1/1/1980,
6087,SÃO JOSÉ DO POVO,MT,1/1/1980,
6101,ADAMANTINA,SP,1/1/1980,
6103,ADOLFO,SP,1/1/1980,
6105,AGUAÍ,SP,1/1/1980,
6107,ÁGUAS DA PRATA,SP,1/1/1980,
6109,ÁGUAS DE LINDÓIA,SP,1/1/1980,
6111,ÁGUAS DE SÃO PEDRO,SP,1/1/1980,
6113,AGUDOS,SP,1/1/1980,
6115,ALFREDO MARCONDES,SP,1/1/1980,
6117,ALTAIR,SP,1/1/1980,
6119,ALTINÓPOLIS,SP,1/1/1980,
6121,ALTO ALEGRE,SP,1/1/1980,
6123,ÁLVARES FLORENCE,SP,1/1/1980,
6125,ÁLVARES MACHADO,SP,1/1/1980,
6127,ÁLVARO DE CARVALHO,SP,1/1/1980,
6129,ALVINLÂNDIA,SP,1/1/1980,
6131,AMERICANA,SP,1/1/1980,
6133,AMÉRICO BRASILIENSE,SP,1/1/1980,
6135,AMÉRICO DE CAMPOS,SP,1/1/1980,
6137,AMPARO,SP,1/1/1980,
6139,ANALÂNDIA,SP,1/1/1980,
6141,ANDRADINA,SP,1/1/1980,
6143,ANGATUBA,SP,1/1/1980,
6145,ANHEMBI,SP,1/1/1980,
6147,ANHUMAS,SP,1/1/1980,
6149,APARECIDA,SP,1/1/1980,
6151,APARECIDA D'OESTE,SP,1/1/1980,
6153,APIAÍ,SP,1/1/1980,
6155,ARAÇATUBA,SP,1/1/1980,
6157,ARAÇOIABA DA SERRA,SP,1/1/1980,
6159,ARAMINA,SP,1/1/1980,
6161,ARANDU,SP,1/1/1980,
6163,ARARAQUARA,SP,1/1/1980,
6165,ARARAS,SP,1/1/1980,
6167,AREALVA,SP,1/1/1980,
6169,AREIAS,SP,1/1/1980,
6171,AREIÓPOLIS,SP,1/1/1980,
6173,ARIRANHA,SP,1/1/1980,
6175,ARTUR NOGUEIRA,SP,1/1/1980,
6177,ARUJÁ,SP,1/1/1980,
6179,ASSIS,SP,1/1/1980,
6181,ATIBAIA,SP,1/1/1980,
6183,AURIFLAMA,SP,1/1/1980,
6185,AVAÍ,SP,1/1/1980,
6187,AVANHANDAVA,SP,1/1/1980,
6189,AVARÉ,SP,1/1/1980,
6191,BADY BASSITT,SP,1/1/1980,
6193,BALBINOS,SP,1/1/1980,
6195,BÁLSAMO,SP,1/1/1980,
6197,BANANAL,SP,1/1/1980,
6199,BARBOSA,SP,1/1/1980,
6201,BARÃO DE ANTONINA,SP,1/1/1980,
6203,BARIRI,SP,1/1/1980,
6205,BARRA BONITA,SP,1/1/1980,
6207,BARRA DO TURVO,SP,1/1/1980,
6209,BARRETOS,SP,1/1/1980,
6211,BARRINHA,SP,1/1/1980,
6213,BARUERI,SP,1/1/1980,
6215,BASTOS,SP,1/1/1980,
6217,BATATAIS,SP,1/1/1980,
6219,BAURU,SP,1/1/1980,
6221,BEBEDOURO,SP,1/1/1980,
6223,BENTO DE ABREU,SP,1/1/1980,
6225,BERNARDINO DE CAMPOS,SP,1/1/1980,
6227,BILAC,SP,1/1/1980,
6229,BIRIGUI,SP,1/1/1980,
6231,BIRITIBA-MIRIM,SP,1/1/1980,
6233,BOA ESPERANÇA DO SUL,SP,1/1/1980,
6235,BOCAINA,SP,1/1/1980,
6237,BOFETE,SP,1/1/1980,
6239,BOITUVA,SP,1/1/1980,
6241,BOM JESUS DOS PERDÕES,SP,1/1/1980,
6243,BORÁ,SP,1/1/1980,
6245,BORACÉIA,SP,1/1/1980,
6247,BORBOREMA,SP,1/1/1980,
6249,BOTUCATU,SP,1/1/1980,
6251,BRAGANÇA PAULISTA,SP,1/1/1980,
6255,BRAÚNA,SP,1/1/1980,
6257,BRODOWSKI,SP,1/1/1980,
6259,BROTAS,SP,1/1/1980,
6261,BURI,SP,1/1/1980,
6263,BURITAMA,SP,1/1/1980,
6265,BURITIZAL,SP,1/1/1980,
6267,CABRÁLIA PAULISTA,SP,1/1/1980,
6269,CABREÚVA,SP,1/1/1980,
6271,CAÇAPAVA,SP,1/1/1980,
6273,CACHOEIRA PAULISTA,SP,1/1/1980,
6275,CACONDE,SP,1/1/1980,
6277,CAFELÂNDIA,SP,1/1/1980,
6279,CAIABU,SP,1/1/1980,
6281,CAIEIRAS,SP,1/1/1980,
6283,CAIUÁ,SP,1/1/1980,
6285,CAJAMAR,SP,1/1/1980,
6287,CAJOBI,SP,1/1/1980,
6289,CAJURU,SP,1/1/1980,
6291,CAMPINAS,SP,1/1/1980,
6293,CAMPO LIMPO PAULISTA,SP,1/1/1980,
6295,CAMPOS DO JORDÃO,SP,1/1/1980,
6297,CAMPOS NOVOS PAULISTA,SP,1/1/1980,
6299,CANANÉIA,SP,1/1/1980,
6301,CÂNDIDO MOTA,SP,1/1/1980,
6303,CÂNDIDO RODRIGUES,SP,1/1/1980,
6305,CAPÃO BONITO,SP,1/1/1980,
6307,CAPELA DO ALTO,SP,1/1/1980,
6309,CAPIVARI,SP,1/1/1980,
6311,CARAGUATATUBA,SP,1/1/1980,
6313,CARAPICUÍBA,SP,1/1/1980,
6315,CARDOSO,SP,1/1/1980,
6317,CASA BRANCA,SP,1/1/1980,
6319,CÁSSIA DOS COQUEIROS,SP,1/1/1980,
6321,CASTILHO,SP,1/1/1980,
6323,CATANDUVA,SP,1/1/1980,
6325,CATIGUÁ,SP,1/1/1980,
6327,CEDRAL,SP,1/1/1980,
6329,CERQUEIRA CÉSAR,SP,1/1/1980,
6331,CERQUILHO,SP,1/1/1980,
6333,CESÁRIO LANGE,SP,1/1/1980,
6335,CHARQUEADA,SP,1/1/1980,
6337,CHAVANTES,SP,1/1/1980,
6339,CLEMENTINA,SP,1/1/1980,
6341,COLINA,SP,1/1/1980,
6343,COLÔMBIA,SP,1/1/1980,
6345,CONCHAL,SP,1/1/1980,
6347,CONCHAS,SP,1/1/1980,
6349,CORDEIRÓPOLIS,SP,1/1/1980,
6351,COROADOS,SP,1/1/1980,
6353,CORONEL MACEDO,SP,1/1/1980,
6355,CORUMBATAÍ,SP,1/1/1980,
6357,COSMÓPOLIS,SP,1/1/1980,
6359,COSMORAMA,SP,1/1/1980,
6361,COTIA,SP,1/1/1980,
6363,CRAVINHOS,SP,1/1/1980,
6365,CRISTAIS PAULISTA,SP,1/1/1980,
6367,CRUZÁLIA,SP,1/1/1980,
6369,CRUZEIRO,SP,1/1/1980,
6371,CUBATÃO,SP,1/1/1980,
6373,CUNHA,SP,1/1/1980,
6611,JOANÓPOLIS,SP,1/1/1980,
6613,JOÃO RAMALHO,SP,1/1/1980,
6615,JOSÉ BONIFÁCIO,SP,1/1/1980,
6617,JÚLIO MESQUITA,SP,1/1/1980,
6619,JUNDIAÍ,SP,1/1/1980,
6621,JUNQUEIRÓPOLIS,SP,1/1/1980,
6623,JUQUIÁ,SP,1/1/1980,
6625,JUQUITIBA,SP,1/1/1980,
6627,LAGOINHA,SP,1/1/1980,
6629,LARANJAL PAULISTA,SP,1/1/1980,
6631,LAVÍNIA,SP,1/1/1980,
6633,LAVRINHAS,SP,1/1/1980,
6635,LEME,SP,1/1/1980,
6637,LENÇÓIS PAULISTA,SP,1/1/1980,
6639,LIMEIRA,SP,1/1/1980,
6641,LINDÓIA,SP,1/1/1980,
6643,LINS,SP,1/1/1980,
6645,LORENA,SP,1/1/1980,
6647,LOUVEIRA,SP,1/1/1980,
6649,LUCÉLIA,SP,1/1/1980,
6651,LUCIANÓPOLIS,SP,1/1/1980,
6653,LUÍS ANTÔNIO,SP,1/1/1980,
6655,LUIZIÂNIA,SP,1/1/1980,
6657,LUPÉRCIO,SP,1/1/1980,
6659,LUTÉCIA,SP,1/1/1980,
6661,MACATUBA,SP,1/1/1980,
6663,MACAUBAL,SP,1/1/1980,
6665,MACEDÔNIA,SP,1/1/1980,
6667,MAGDA,SP,1/1/1980,
6669,MAIRINQUE,SP,1/1/1980,
6671,MAIRIPORÃ,SP,1/1/1980,
6673,MANDURI,SP,1/1/1980,
6675,MARABÁ PAULISTA,SP,1/1/1980,
6677,MARACAÍ,SP,1/1/1980,
6679,MARIÁPOLIS,SP,1/1/1980,
6681,MARÍLIA,SP,1/1/1980,
6683,MARINÓPOLIS,SP,1/1/1980,
6685,MARTINÓPOLIS,SP,1/1/1980,
6687,MATÃO,SP,1/1/1980,
6689,MAUÁ,SP,1/1/1980,
6691,MENDONÇA,SP,1/1/1980,
6693,MERIDIANO,SP,1/1/1980,
6695,MIGUELÓPOLIS,SP,1/1/1980,
6697,MINEIROS DO TIETÊ,SP,1/1/1980,
6699,MIRACATU,SP,1/1/1980,
6701,MIRA ESTRELA,SP,1/1/1980,
6703,MIRANDÓPOLIS,SP,1/1/1980,
6705,MIRANTE DO PARANAPANEMA,SP,1/1/1980,
6707,MIRASSOL,SP,1/1/1980,
6709,MIRASSOLÂNDIA,SP,1/1/1980,
6711,MOCOCA,SP,1/1/1980,
6713,MOGI DAS CRUZES,SP,1/1/1980,
6715,MOGI GUACU,SP,1/1/1980,
6717,Mogi Mirim,SP,1/1/1980,
6719,MOMBUCA,SP,1/1/1980,
6721,MONÇÕES,SP,1/1/1980,
6723,MONGAGUÁ,SP,1/1/1980,
6725,MONTE ALEGRE DO SUL,SP,1/1/1980,
6727,MONTE ALTO,SP,1/1/1980,
6729,MONTE APRAZÍVEL,SP,1/1/1980,
6731,MONTE AZUL PAULISTA,SP,1/1/1980,
6733,MONTE CASTELO,SP,1/1/1980,
6735,MONTEIRO LOBATO,SP,1/1/1980,
6737,MONTE MOR,SP,1/1/1980,
6739,MORRO AGUDO,SP,1/1/1980,
6741,MORUNGABA,SP,1/1/1980,
6743,MURUTINGA DO SUL,SP,1/1/1980,
6745,NARANDIBA,SP,1/1/1980,
6747,NATIVIDADE DA SERRA,SP,1/1/1980,
6749,NAZARÉ PAULISTA,SP,1/1/1980,
6751,NEVES PAULISTA,SP,1/1/1980,
6753,NHANDEARA,SP,1/1/1980,
6755,NIPOÃ,SP,1/1/1980,
6757,NOVA ALIANÇA,SP,1/1/1980,
6759,NOVA EUROPA,SP,1/1/1980,
6761,NOVA GRANADA,SP,1/1/1980,
6763,NOVA GUATAPORANGA,SP,1/1/1980,
6765,NOVA INDEPENDÊNCIA,SP,1/1/1980,
6767,NOVA LUZITÂNIA,SP,1/1/1980,
6769,NOVA ODESSA,SP,1/1/1980,
6771,NOVO HORIZONTE,SP,1/1/1980,
6773,NUPORANGA,SP,1/1/1980,
6775,OCAUÇU,SP,1/1/1980,
6777,ÓLEO,SP,1/1/1980,
6779,OLÍMPIA,SP,1/1/1980,
6781,ONDA VERDE,SP,1/1/1980,
6783,ORIENTE,SP,1/1/1980,
6785,ORINDIÚVA,SP,1/1/1980,
6787,ORLÂNDIA,SP,1/1/1980,
6789,OSASCO,SP,1/1/1980,
6791,OSCAR BRESSANE,SP,1/1/1980,
6793,OSVALDO CRUZ,SP,1/1/1980,
6795,OURINHOS,SP,1/1/1980,
6797,OURO VERDE,SP,1/1/1980,
6799,PACAEMBU,SP,1/1/1980,
6801,PALESTINA,SP,1/1/1980,
6803,PALMARES PAULISTA,SP,1/1/1980,
6805,PALMEIRA D'OESTE,SP,1/1/1980,
6807,PALMITAL,SP,1/1/1980,
6809,PANORAMA,SP,1/1/1980,
6811,PARAGUAÇU PAULISTA,SP,1/1/1980,
6813,PARAIBUNA,SP,1/1/1980,
6815,PARAÍSO,SP,1/1/1980,
6817,PARANAPANEMA,SP,1/1/1980,
6819,PARANAPUÃ,SP,1/1/1980,
6821,PARAPUÃ,SP,1/1/1980,
6823,PARDINHO,SP,1/1/1980,
6825,PARIQUERA-AÇU,SP,1/1/1980,
6827,PATROCÍNIO PAULISTA,SP,1/1/1980,
6829,PAULICÉIA,SP,1/1/1980,
6831,PAULÍNIA,SP,1/1/1980,
6833,PAULO DE FARIA,SP,1/1/1980,
6835,PEDERNEIRAS,SP,1/1/1980,
6837,PEDRA BELA,SP,1/1/1980,
6839,PEDRANÓPOLIS,SP,1/1/1980,
6995,SAGRES,SP,1/1/1980,
6997,SALES,SP,1/1/1980,
6999,SALES OLIVEIRA,SP,1/1/1980,
7001,SALESÓPOLIS,SP,1/1/1980,
7003,SALMOURÃO,SP,1/1/1980,
7005,SALTO,SP,1/1/1980,
7007,SALTO DE PIRAPORA,SP,1/1/1980,
7009,SALTO GRANDE,SP,1/1/1980,
7011,SANDOVALINA,SP,1/1/1980,
7013,SANTA ADÉLIA,SP,1/1/1980,
7015,SANTA ALBERTINA,SP,1/1/1980,
7017,SANTA BÁRBARA D'OESTE,SP,1/1/1980,
7019,ÁGUAS DE SANTA BÁRBARA,SP,1/1/1980,
7021,SANTA BRANCA,SP,1/1/1980,
7023,SANTA CLARA D'OESTE,SP,1/1/1980,
7025,SANTA CRUZ DA CONCEIÇÃO,SP,1/1/1980,
7027,SANTA CRUZ DAS PALMEIRAS,SP,1/1/1980,
7029,SANTA CRUZ DO RIO PARDO,SP,1/1/1980,
7031,SANTA ERNESTINA,SP,1/1/1980,
7033,SANTA FÉ DO SUL,SP,1/1/1980,
7035,SANTA GERTRUDES,SP,1/1/1980,
7037,SANTA ISABEL,SP,1/1/1980,
7039,SANTA LÚCIA,SP,1/1/1980,
7041,SANTA MARIA DA SERRA,SP,1/1/1980,
7043,SANTA MERCEDES,SP,1/1/1980,
7045,SANTANA DA PONTE PENSA,SP,1/1/1980,
7047,SANTANA DE PARNAÍBA,SP,1/1/1980,
7049,SANTA RITA D'OESTE,SP,1/1/1980,
7051,SANTA RITA DO PASSA QUATRO,SP,1/1/1980,
7053,SANTA ROSA DE VITERBO,SP,1/1/1980,
7055,SANTO ANASTÁCIO,SP,1/1/1980,
7057,SANTO ANDRÉ,SP,1/1/1980,
7059,SANTO ANTÔNIO DA ALEGRIA,SP,1/1/1980,
7061,SANTO ANTÔNIO DE POSSE,SP,1/1/1980,
7063,SANTO ANTÔNIO DO JARDIM,SP,1/1/1980,
7065,SANTO ANTÔNIO DO PINHAL,SP,1/1/1980,
7067,SANTO EXPEDITO,SP,1/1/1980,
7069,SANTÓPOLIS DO AGUAPEÍ,SP,1/1/1980,
7071,SANTOS,SP,1/1/1980,
7073,SÃO BENTO DO SAPUCAÍ,SP,1/1/1980,
7075,SÃO BERNARDO DO CAMPO,SP,1/1/1980,
7077,SÃO CAETANO DO SUL,SP,1/1/1980,
7079,SÃO CARLOS,SP,1/1/1980,
7081,SÃO FRANCISCO,SP,1/1/1980,
7083,SÃO JOÃO DA BOA VISTA,SP,1/1/1980,
7085,SÃO JOÃO DAS DUAS PONTES,SP,1/1/1980,
7087,SÃO JOÃO DO PAU D'ALHO,SP,1/1/1980,
7089,SÃO JOAQUIM DA BARRA,SP,1/1/1980,
7091,SÃO JOSÉ DA BELA VISTA,SP,1/1/1980,
7093,SÃO JOSÉ DO BARREIRO,SP,1/1/1980,
7095,SÃO JOSÉ DO RIO PARDO,SP,1/1/1980,
7097,SÃO JOSÉ DO RIO PRETO,SP,1/1/1980,
7099,SÃO JOSÉ DOS CAMPOS,SP,1/1/1980,
7101,SAO LUIZ DO PARAITINGA,SP,1/1/1980,
7103,SÃO MANUEL,SP,1/1/1980,
7105,SÃO MIGUEL ARCANJO,SP,1/1/1980,
7107,SÃO PAULO,SP,1/1/1980,
7109,SÃO PEDRO,SP,1/1/1980,
7111,SÃO PEDRO DO TURVO,SP,1/1/1980,
7113,SÃO ROQUE,SP,1/1/1980,
7115,SÃO SEBASTIÃO,SP,1/1/1980,
7117,SÃO SEBASTIÃO DA GRAMA,SP,1/1/1980,
7119,SÃO SIMÃO,SP,1/1/1980,
7121,SÃO VICENTE,SP,1/1/1980,
7123,SARAPUÍ,SP,1/1/1980,
7125,SARUTAIÁ,SP,1/1/1980,
7127,SEBASTIANÓPOLIS DO SUL,SP,1/1/1980,
7129,SERRA AZUL,SP,1/1/1980,
7131,SERRANA,SP,1/1/1980,
7133,SERRA NEGRA,SP,1/1/1980,
7135,SERTÃOZINHO,SP,1/1/1980,
7137,SETE BARRAS,SP,1/1/1980,
7139,SEVERÍNIA,SP,1/1/1980,
7141,SILVEIRAS,SP,1/1/1980,
7143,SOCORRO,SP,1/1/1980,
7145,SOROCABA,SP,1/1/1980,
7147,SUD MENNUCCI,SP,1/1/1980,
7149,SUMARÉ,SP,1/1/1980,
7151,SUZANO,SP,1/1/1980,
7153,TABAPUÃ,SP,1/1/1980,
7155,TABATINGA,SP,1/1/1980,
7157,TABOÃO DA SERRA,SP,1/1/1980,
7159,TACIBA,SP,1/1/1980,
7161,TAGUAÍ,SP,1/1/1980,
7163,TAIAÇU,SP,1/1/1980,
7165,TAIÚVA,SP,1/1/1980,
7167,TAMBAÚ,SP,1/1/1980,
7169,TANABI,SP,1/1/1980,
7171,TAPIRAÍ,SP,1/1/1980,
7173,TAPIRATIBA,SP,1/1/1980,
7175,TAQUARITINGA,SP,1/1/1980,
7177,TAQUARITUBA,SP,1/1/1980,
7179,TARABAI,SP,1/1/1980,
7181,TATUÍ,SP,1/1/1980,
7183,TAUBATÉ,SP,1/1/1980,
7185,TEJUPÁ,SP,1/1/1980,
7187,TEODORO SAMPAIO,SP,1/1/1980,
7189,TERRA ROXA,SP,1/1/1980,
7191,TIETÊ,SP,1/1/1980,
7193,TIMBURI,SP,1/1/1980,
7195,TORRINHA,SP,1/1/1980,
7197,TREMEMBÉ,SP,1/1/1980,
7199,TRÊS FRONTEIRAS,SP,1/1/1980,
7201,TUPÃ,SP,1/1/1980,
7203,TUPI PAULISTA,SP,1/1/1980,
7205,TURIÚBA,SP,1/1/1980,
7207,TURMALINA,SP,1/1/1980,
7209,UBATUBA,SP,1/1/1980,
7211,UBIRAJARA,SP,1/1/1980,
7213,UCHOA,SP,1/1/1980,
7215,UNIÃO PAULISTA,SP,1/1/1980,
7217,URÂNIA,SP,1/1/1980,
7219,URU,SP,1/1/1980,
7221,URUPÊS,SP,1/1/1980,
7223,VALENTIM GENTIL,SP,1/1/1980,
7225,VALINHOS,SP,1/1/1980,
7227,VALPARAÍSO,SP,1/1/1980,
7231,VARGEM GRANDE DO SUL,SP,1/1/1980,
7233,VÁRZEA PAULISTA,SP,1/1/1980,
7235,VERA CRUZ,SP,1/1/1980,
7237,VINHEDO,SP,1/1/1980,
7239,VIRADOURO,SP,1/1/1980,
7241,VISTA ALEGRE DO ALTO,SP,1/1/1980,
7243,VOTORANTIM,SP,1/1/1980,
7245,VOTUPORANGA,SP,1/1/1980,
7247,BOREBI,SP,1/1/1980,
7249,DIRCE REIS,SP,1/1/1980,
7251,EMBAÚBA,SP,1/1/1980,
7253,ESPÍRITO SANTO DO TURVO,SP,1/1/1980,
7255,EUCLIDES DA CUNHA PAULISTA,SP,23/12/1981,
7257,GUATAPARÁ,SP,1/1/1980,
7259,IARAS,SP,1/1/1980,
7261,IBITIUVA,SP,1/1/1980,11/4/2000
7263,MOTUCA,SP,1/1/1980,
7265,ROSANA,SP,1/1/1980,
7267,TARUMÃ,SP,1/1/1980,
7273,VARGEM GRANDE PAULISTA,SP,1/2/1983,
7293,SÃO VENDELINO,RS,1/6/1989,
7295,IMIGRANTE,RS,1/1/1989,
7297,IMBÉ,RS,1/1/1989,
7299,IBIRAPUITÃ,RS,1/1/1989,
7301,ESTAÇÃO,RS,1/1/1989,
7303,VISTA GAÚCHA,RS,1/1/1989,
7305,VISTA ALEGRE DO PRATA,RS,1/1/1989,
7307,VISTA ALEGRE,RS,1/1/1989,
7309,VILA MARIA,RS,1/1/1989,
7311,VILA FLORES,RS,1/1/1989,
7313,TAQUARUÇU DO SUL,RS,1/1/1989,
7315,SILVEIRA MARTINS,RS,1/1/1989,
7317,SEGREDO,RS,1/1/1989,
7319,VANINI,RS,1/1/1989,
7321,TUPANDI,RS,1/1/1989,
7323,TUNAS,RS,1/1/1989,
7325,TRINDADE DO SUL,RS,1/1/1989,
7327,TRÊS PALMEIRAS,RS,1/1/1989,
7329,TRÊS CACHOEIRAS,RS,1/1/1989,
7331,TRÊS ARROIOS,RS,1/1/1989,
7333,TERRA DE AREIA,RS,1/1/1989,
7335,SEDE NOVA,RS,1/1/1989,
7337,SANTA MARIA DO HERVAL,RS,1/1/1989,
7339,SALDANHA MARINHO,RS,1/1/1989,
7341,SÃO MIGUEL DAS MISSÕES,RS,1/1/1989,
7343,SÃO JOSÉ DO HORTÊNCIO,RS,1/1/1989,
7345,SÃO JOSÉ DO HERVAL,RS,1/1/1989,
7347,SÃO JORGE,RS,1/1/1989,
7349,SÃO JOÃO DA URTIGA,RS,1/1/1989,
7351,SÃO DOMINGOS DO SUL,RS,1/1/1989,
7353,RIOZINHO,RS,1/1/1989,
7355,RELVADO,RS,1/1/1989,
7357,QUINZE DE NOVEMBRO,RS,1/1/1989,
7359,PROTÁSIO ALVES,RS,1/1/1989,
7361,PROGRESSO,RS,1/1/1989,
7363,POUSO NOVO,RS,1/1/1989,
7365,POÇO DAS ANTAS,RS,1/1/1989,
7367,PIRAPÓ,RS,1/1/1989,
7369,PINHAL,RS,1/1/1989,
7371,PAVERAMA,RS,1/1/1989,
7373,PARAÍSO DO SUL,RS,1/1/1989,
7375,PANTANO GRANDE,RS,1/1/1989,
7377,NOVA ROMA DO SUL,RS,1/1/1989,
7379,NOVA HARTZ,RS,1/1/1989,
7381,NOVA ESPERANÇA DO SUL,RS,1/1/1989,
7383,NOVA ALVORADA,RS,1/1/1989,
7385,MORRO REDONDO,RS,1/1/1989,
7387,MONTAURI,RS,1/1/1989,
7389,LAGOÃO,RS,1/1/1989,
7391,JAQUIRANA,RS,1/1/1989,
7393,JABOTICABA,RS,1/1/1989,
7395,IVORÁ,RS,1/1/1989,
7397,ITACURUBI,RS,1/1/1989,
7399,IPIRANGA DO SUL,RS,1/1/1989,
7401,ABATIÁ,PR,1/1/1980,
7403,ADRIANÓPOLIS,PR,1/1/1980,
7405,AGUDOS DO SUL,PR,1/1/1980,
7407,ALMIRANTE TAMANDARÉ,PR,1/1/1980,
7409,ALTO PARANÁ,PR,1/1/1980,
7411,ALTO PIQUIRI,PR,1/1/1980,
7413,ALVORADA DO SUL,PR,1/1/1980,
7415,AMAPORÃ,PR,1/1/1980,
7417,AMPÉRE,PR,1/1/1980,
7419,ANDIRÁ,PR,1/1/1980,
7421,ANTONINA,PR,1/1/1980,
7423,ANTÔNIO OLINTO,PR,1/1/1980,
7425,APUCARANA,PR,1/1/1980,
7427,ARAPONGAS,PR,1/1/1980,
7429,ARAPOTI,PR,1/1/1980,
7431,ARARUNA,PR,1/1/1980,
7433,MARILÂNDIA DO SUL,PR,1/1/1980,
7435,ARAUCÁRIA,PR,1/1/1980,
7437,ASSAÍ,PR,1/1/1980,
7439,ASTORGA,PR,1/1/1980,
7441,ATALAIA,PR,1/1/1980,
7443,BALSA NOVA,PR,1/1/1980,
7445,BANDEIRANTES,PR,1/1/1980,
7447,BARBOSA FERRAZ,PR,1/1/1980,
7449,BARRACÃO,PR,1/1/1980,
7451,BARRA DO JACARÉ,PR,1/1/1980,
7453,BELA VISTA DO PARAÍSO,PR,1/1/1980,
7455,BITURUNA,PR,1/1/1980,
7457,BOA ESPERANÇA,PR,1/1/1980,
7459,BOCAIÚVA DO SUL,PR,1/1/1980,
7461,BOM SUCESSO,PR,1/1/1980,
7463,BORRAZÓPOLIS,PR,1/1/1980,
7465,CAFEARA,PR,1/1/1980,
7467,CALIFÓRNIA,PR,1/1/1980,
7469,CAMBARÁ,PR,1/1/1980,
7471,CAMBÉ,PR,1/1/1980,
7473,CAMBIRA,PR,1/1/1980,
7475,CAMPINA DA LAGOA,PR,1/1/1980,
7477,CAMPINA GRANDE DO SUL,PR,1/1/1980,
7479,CAMPO DO TENENTE,PR,1/1/1980,
7481,CAMPO LARGO,PR,1/1/1980,
7483,CAMPO MOURÃO,PR,1/1/1980,
7485,CÂNDIDO DE ABREU,PR,1/1/1980,
7487,CAPANEMA,PR,1/1/1980,
7489,CAPITÃO LEÔNIDAS MARQUES,PR,1/1/1980,
7491,CARLÓPOLIS,PR,1/1/1980,
7493,CASCAVEL,PR,1/1/1980,
7495,CASTRO,PR,1/1/1980,
7497,CATANDUVAS,PR,1/1/1980,
7499,CENTENÁRIO DO SUL,PR,1/1/1980,
7501,CERRO AZUL,PR,1/1/1980,
7503,CHOPINZINHO,PR,1/1/1980,
7505,CIANORTE,PR,1/1/1980,
7507,CIDADE GAÚCHA,PR,1/1/1980,
7509,CLEVELÂNDIA,PR,1/1/1980,
7511,MANGUEIRINHA,PR,1/1/1980,
7513,COLOMBO,PR,1/1/1980,
7515,COLORADO,PR,1/1/1980,
7517,CONGONHINHAS,PR,1/1/1980,
7519,CONSELHEIRO MAIRINCK,PR,1/1/1980,
7521,CONTENDA,PR,1/1/1980,
7523,CORBÉLIA,PR,1/1/1980,
7525,CORNÉLIO PROCÓPIO,PR,1/1/1980,
7527,CORONEL VIVIDA,PR,1/1/1980,
7529,CRUZEIRO DO OESTE,PR,1/1/1980,
7531,CRUZEIRO DO SUL,PR,1/1/1980,
7533,CRUZ MACHADO,PR,1/1/1980,
7535,CURITIBA,PR,1/1/1980,
7537,CURIÚVA,PR,1/1/1980,
7539,DIAMANTE DO NORTE,PR,1/1/1980,
7541,DOIS VIZINHOS,PR,1/1/1980,
7543,DOUTOR CAMARGO,PR,1/1/1980,
7545,ENÉAS MARQUES,PR,1/1/1980,
7547,ENGENHEIRO BELTRÃO,PR,1/1/1980,
7549,FAXINAL,PR,1/1/1980,
7551,FÊNIX,PR,1/1/1980,
7553,FLORAÍ,PR,1/1/1980,
7555,FLORESTA,PR,1/1/1980,
7557,FLORESTÓPOLIS,PR,1/1/1980,
7559,FLÓRIDA,PR,1/1/1980,
7561,FORMOSA DO OESTE,PR,1/1/1980,
7563,FOZ DO IGUAÇU,PR,1/1/1980,
7565,FRANCISCO BELTRÃO,PR,1/1/1980,
7567,GENERAL CARNEIRO,PR,1/1/1980,
7569,GOIOERÊ,PR,1/1/1980,
7571,GUAÍRA,PR,1/1/1980,
7573,GUAIRAÇÁ,PR,1/1/1980,
7575,GUAPIRAMA,PR,1/1/1980,
7577,GUAPOREMA,PR,1/1/1980,
7579,GUARACI,PR,1/1/1980,
7581,GUARANIAÇU,PR,1/1/1980,
7583,GUARAPUAVA,PR,1/1/1980,
7585,GUARAQUEÇABA,PR,1/1/1980,
7587,GUARATUBA,PR,1/1/1980,
7589,IBAITI,PR,1/1/1980,
